operation,label
3 + 41 = 46,addition_error
1 + 68 = 69,correct
63 + 6 = 72,addition_error
55 + 32 = 92,addition_error
13 + 2 = 15,correct
69 + 56 = 125,correct
47 + 83 = 129,subtraction_error
56 + 57 = 120,addition_error
4 + 2 = 6,correct
8 + 56 = 57,subtraction_error
63 + 12 = 75,correct
83 + 20 = 113,addition_error
18 + 14 = 32,correct
63 + 6 = 69,correct
22 + 9 = 31,correct
65 + 8 = 75,addition_error
23 + 88 = 111,correct
76 + 56 = 132,correct
15 + 62 = 87,addition_error
70 + 44 = 111,subtraction_error
21 + 65 = 81,subtraction_error
90 + 83 = 181,addition_error
87 + 36 = 126,addition_error
48 + 2 = 50,correct
79 + 30 = 109,correct
69 + 49 = 118,correct
93 + 43 = 136,correct
50 + 3 = 60,addition_error
31 + 54 = 85,correct
64 + 63 = 127,correct
90 + 18 = 99,subtraction_error
91 + 30 = 121,correct
20 + 27 = 57,addition_error
37 + 2 = 39,correct
69 + 25 = 94,correct
29 + 57 = 86,correct
39 + 95 = 134,correct
45 + 15 = 60,correct
18 + 14 = 32,correct
48 + 29 = 77,correct
71 + 67 = 138,correct
78 + 36 = 115,addition_error
62 + 13 = 65,subtraction_error
33 + 94 = 125,subtraction_error
52 + 45 = 107,addition_error
7 + 96 = 105,addition_error
88 + 64 = 152,correct
27 + 17 = 53,addition_error
41 + 21 = 54,subtraction_error
64 + 86 = 153,addition_error
72 + 3 = 75,correct
23 + 69 = 100,addition_error
39 + 83 = 115,subtraction_error
50 + 43 = 93,correct
69 + 54 = 126,addition_error
84 + 35 = 110,subtraction_error
86 + 7 = 98,addition_error
41 + 45 = 95,addition_error
21 + 66 = 86,subtraction_error
65 + 10 = 69,subtraction_error
48 + 99 = 144,subtraction_error
56 + 29 = 89,addition_error
94 + 4 = 102,addition_error
72 + 82 = 152,subtraction_error
70 + 90 = 169,addition_error
42 + 52 = 94,correct
74 + 30 = 104,correct
48 + 50 = 98,correct
6 + 64 = 73,addition_error
4 + 97 = 103,addition_error
10 + 44 = 62,addition_error
19 + 94 = 110,subtraction_error
10 + 39 = 41,subtraction_error
45 + 83 = 137,addition_error
91 + 90 = 176,subtraction_error
65 + 73 = 143,addition_error
34 + 38 = 65,subtraction_error
14 + 76 = 98,addition_error
94 + 59 = 153,correct
78 + 17 = 95,correct
87 + 64 = 151,correct
31 + 86 = 113,subtraction_error
11 + 20 = 28,subtraction_error
56 + 26 = 81,subtraction_error
53 + 68 = 121,correct
50 + 43 = 91,subtraction_error
29 + 75 = 106,addition_error
97 + 53 = 150,correct
69 + 75 = 144,correct
93 + 49 = 142,correct
54 + 71 = 135,addition_error
89 + 30 = 119,correct
42 + 9 = 50,subtraction_error
83 + 14 = 93,subtraction_error
29 + 30 = 55,subtraction_error
41 + 79 = 114,subtraction_error
86 + 68 = 160,addition_error
67 + 75 = 137,subtraction_error
14 + 41 = 55,correct
43 + 51 = 90,subtraction_error
74 + 40 = 108,subtraction_error
31 + 17 = 52,addition_error
49 + 3 = 52,correct
94 + 89 = 186,addition_error
19 + 32 = 51,correct
15 + 66 = 81,correct
8 + 94 = 102,correct
66 + 31 = 93,subtraction_error
48 + 2 = 50,correct
19 + 5 = 14,subtraction_error
78 + 49 = 133,addition_error
18 + 33 = 57,addition_error
80 + 92 = 172,correct
61 + 55 = 116,correct
97 + 53 = 153,addition_error
10 + 92 = 100,subtraction_error
96 + 7 = 93,subtraction_error
8 + 74 = 82,correct
60 + 14 = 81,addition_error
13 + 93 = 106,correct
78 + 49 = 127,correct
52 + 8 = 70,addition_error
7 + 68 = 73,subtraction_error
7 + 40 = 39,subtraction_error
60 + 54 = 115,addition_error
67 + 65 = 128,subtraction_error
79 + 40 = 121,addition_error
34 + 30 = 64,correct
63 + 97 = 165,addition_error
38 + 45 = 77,subtraction_error
45 + 22 = 67,correct
45 + 55 = 109,addition_error
25 + 10 = 35,correct
37 + 40 = 79,addition_error
61 + 47 = 108,correct
53 + 2 = 64,addition_error
92 + 86 = 178,correct
3 + 56 = 59,correct
9 + 61 = 80,addition_error
46 + 82 = 131,addition_error
22 + 49 = 79,addition_error
45 + 96 = 141,correct
48 + 84 = 132,correct
14 + 76 = 90,correct
14 + 81 = 95,correct
74 + 89 = 166,addition_error
3 + 24 = 22,subtraction_error
50 + 52 = 102,correct
91 + 48 = 139,correct
71 + 81 = 162,addition_error
42 + 52 = 87,subtraction_error
64 + 46 = 109,subtraction_error
69 + 27 = 104,addition_error
61 + 60 = 112,subtraction_error
69 + 95 = 164,correct
23 + 66 = 81,subtraction_error
63 + 44 = 117,addition_error
56 + 27 = 86,addition_error
45 + 83 = 128,correct
51 + 38 = 89,correct
54 + 28 = 82,correct
74 + 98 = 172,correct
51 + 55 = 106,correct
91 + 35 = 135,addition_error
36 + 70 = 106,correct
91 + 48 = 146,addition_error
95 + 12 = 105,subtraction_error
60 + 8 = 68,correct
22 + 79 = 108,addition_error
74 + 53 = 135,addition_error
35 + 72 = 107,correct
49 + 78 = 119,subtraction_error
85 + 75 = 163,addition_error
5 + 56 = 56,subtraction_error
23 + 32 = 60,addition_error
64 + 2 = 68,addition_error
10 + 57 = 68,addition_error
45 + 55 = 97,subtraction_error
46 + 1 = 39,subtraction_error
17 + 22 = 39,correct
62 + 51 = 105,subtraction_error
25 + 44 = 67,subtraction_error
82 + 72 = 149,subtraction_error
44 + 68 = 116,addition_error
74 + 26 = 107,addition_error
38 + 92 = 135,addition_error
45 + 73 = 121,addition_error
44 + 84 = 135,addition_error
21 + 53 = 78,addition_error
81 + 73 = 149,subtraction_error
30 + 49 = 74,subtraction_error
4 + 73 = 87,addition_error
89 + 72 = 163,addition_error
19 + 7 = 21,subtraction_error
76 + 5 = 79,subtraction_error
78 + 52 = 130,correct
32 + 19 = 53,addition_error
13 + 70 = 76,subtraction_error
64 + 39 = 110,addition_error
63 + 87 = 145,subtraction_error
94 + 49 = 139,subtraction_error
66 + 68 = 134,correct
12 + 92 = 114,addition_error
24 + 94 = 118,correct
9 + 58 = 68,addition_error
